icnrtname,applydate,genwaste,bizgenwaste,icnrtproqt,btmdustqt,flyashsoldqt,eqeffgasacqt,acteleqt,actseqt,actsep,seincome,oprthour,nooprthour,dsnprcqt,dustlandfillqt,brheat,applyno
新北市樹林垃圾焚化廠,202312,13988.72,6185.41,16062,2308.99,426.21,0,8461.1,6862.15,81.1,15473.86,1094,1138,1350,426.21,0.900,WEPF0759
桃園市垃圾焚化廠,202312,14173.13,1469.99,16853.23,3169.41,525.12,9550,9237.56,7670.78,83.03,18611.06,677,811,1350,0,-1.000,WEPH4335
新竹市垃圾資源回收廠,202401,1676.04,2682.5,6255.23,899.73,57.35,2320,1328.801,904.766,68.08,2434.558,535,953,900,957.08,2.000,WEPO1732
新北市樹林垃圾焚化廠,202401,17380.83,8480.67,26326.2,3477.29,691.33,0,14784.6,12397.91,83.85,29918.37,2117,115,1350,691.33,1.600,WEPF0759
苗栗縣垃圾焚化廠,202312,11780.96,494.44,12944.4,1633.06,744.87,6786.49,7996.26,6430.76,80.42,17171.46,1432,56,500,744.87,-1.000,WEPK0322
宜蘭縣利澤垃圾資源回收(焚化)廠,202312,11823.47,5609.59,18758.52,2499.01,167.9,8928,10583.2,8896.3,84.06,22467.55,1488,0,600,167.9,0.600,WEPG3008
新北市八里垃圾焚化廠,202312,26629.86,9889.72,35988.47,4255.58,1185.01,11781,23345.13,20217.24,86.6,49900.41,2232,0,1350,1185.01,1.100,WEPF2314
嘉義市垃圾焚化廠,202312,5806.32,0,6034.57,846.17,0,1750.3,1761.05,1189.61,67.55,3141.926,1488,0,300,0,1.700,WEPI2617
高雄市政府環境保護局中區資源回收廠,202312,19888.85,567.87,20741.06,2046.69,500.53,8560,7991.66,5609.09,70.18,13281.31,2016,216,900,500.53,3.100,WEPE5004
彰化縣溪州垃圾焚化廠,202312,24718.78,1164.45,27162.04,3598.05,638.28,13781.24,16164.5,13852.5,85.69,36144.09,1488,0,900,583.1,1.200,WEPN3259
高雄市仁武垃圾資源回收(焚化)廠,202312,13927.95,16910.46,33249.22,4830.12,1752.63,13000,20246.5,16387.2,80.93,40832.82,2181,51,1350,1752.63,1.000,WEPS2225
臺北市政府環境保護局木柵垃圾焚化廠,202402,11754.9,9144.37,19907.68,2962.37,167.11,0,6867.76,4630.5,67.42,9838.237,2328,456,1500,0,1.200,WEPA4059
新北市新店垃圾焚化廠,202312,14987.72,4069.5,19186.2,2246.59,506.93,30,10233.5,8271.61,80.82,20498.34,1488,0,900,506.93,0.500,WEPF0537
彰化縣溪州垃圾焚化廠,202401,26005.87,1595.99,26786.06,4340.92,113.76,13816.83,16287,14026.7,86.12,36874.98,1488,0,900,0,1.900,WEPN3259
基隆市天外天垃圾資源回收(焚化)廠,202312,11707.17,3175.71,9686.46,1102.18,466.29,3088.33,4692.8,3543.59,75.51,8658.315,789,699,600,466.29,-1.000,WEPC1448
臺南市永康垃圾資源回收(焚化)廠,202312,19641.86,4303.31,24518.61,3390.09,2111.36,10044,16123.54,13767.61,85.38,35382.4,1488,0,900,2111.36,-1.000,WEPR8506
臺中市后里資源回收廠,202312,20750.46,4908.21,24335.98,3376.54,1858.69,10629.7,15475.3,12938.6,83.6,34196.8,1440,48,900,1858.69,-1.000,WEPL9232
臺中市烏日資源回收廠,202312,20285.76,3294.46,23487.5,3032.33,1779.51,11956.09,16354.05,13279.58,81.2,32394.15,1427,61,900,1749.75,-1.000,WEPL0028
基隆市天外天垃圾資源回收(焚化)廠,202401,12608.98,3858.88,18070.24,2583.04,516.82,5654.96,11632.43,9504.69,81.7,24910.16,1488,0,600,516.82,1.800,WEPC1448
臺北市政府環境保護局北投垃圾焚化廠,202312,12568.42,22966.36,38673.25,4495.02,24.81,9305,20250.02,15235.2,75.23,36273.44,2841,135,1800,0,1.300,WEPA4427
桃園市垃圾焚化廠,202306,30753.57,2828.57,32900.31,5598.09,1063,17552,17781.23,14940.62,84.02,42442.43,1297,143,1350,0,-1.000,WEPH4335
高雄市仁武垃圾資源回收(焚化)廠,202305,15617.2,16346.78,34461.13,6231.79,1402.3,10650,20596.4,16382.4,79.54,43765.5,2202,30,1350,1402.3,2.400,WEPS2225
高雄市岡山垃圾資源回收(焚化)廠,202303,9728.59,12831.1,23258.29,5181.27,1738.37,17979,12852.5,9412.3,73.23,20283,1981,251,1350,1738.37,4.000,WEPS1656
新竹市垃圾資源回收廠,202303,12417.14,3644.39,17451.17,3143.62,591.01,5942,8854.299,6749.536,76.22,12896.79,1332,156,900,3734.63,0.800,WEPO1732
高雄市政府環境保護局南區資源回收廠,202303,14091.06,12449.26,22804.26,3970.7,2695.32,6692,8905.52,6038.4,67.8,11726.15,1628,1348,1800,2695.32,1.000,WEPE5641
臺南市城西垃圾焚化廠,202303,9159.08,4742.5,15786.98,2437.3,749.67,4642.76,9532.56,7393.44,77.55,15644.84,1386,102,900,749.67,2.800,WEPD3244
臺中市后里資源回收廠,202303,11538.96,4455.88,13332.28,1991.51,806,6087.46,8771.7,7228,82.4,15857.72,865,623,900,806,-1.000,WEPL9232
新北市新店垃圾焚化廠,202303,10005.02,2367.26,10344.3,1732.91,273.34,0,875.7,702.82,80.25,1607.836,789,699,900,273.34,0.500,WEPF0537
高雄市岡山垃圾資源回收(焚化)廠,202304,7870.26,9820.18,16053.16,2635.74,1248.46,11645,8455.5,6081,71.91,11308,1271,889,1350,1248.46,4.300,WEPS1656
臺南市城西垃圾焚化廠,202210,12425.42,3754.32,17553.7,2585.06,402.45,5000.64,10007.76,7799.04,77.92,17120.65,1488,0,900,402.45,-1.000,WEPD3244
屏東縣崁頂垃圾資源回收(焚化)廠,202210,9966.4,10169.18,19761.29,2758.4,1038.96,11363,8215.9,5324.8,64.81,11489.42,1277,211,900,1038.96,1.000,WEPT5929
桃園市垃圾焚化廠,202210,26896.19,2562.45,33780.96,4286.83,1074.84,22320,20589.1,17522.2,85.1,39184.41,1488,0,1350,426.17,2.200,WEPH4335
臺北市政府環境保護局木柵垃圾焚化廠,202210,8069.98,23028.46,25032.15,3533.13,204.24,0,9659.24,6813.29,70.53,14133.13,2944,32,1500,0,0.800,WEPA4059
新北市八里垃圾焚化廠,202210,33806.1,514.78,36374.45,4595.42,1220.56,11560,18077.61,14838.89,82.08,33024.71,2232,0,1350,1220.56,1.400,WEPF2314
嘉義市垃圾焚化廠,202210,4677.33,1213.71,6249.7,746.5,193.45,1663.3,1793.2,1214.81,67.74,2641.63,1488,0,300,193.45,1.100,WEPI2617
新北市新店垃圾焚化廠,202210,20918.93,0,19936.1,2479.82,414.75,0,10064.4,8128.38,80.76,17212.52,1488,0,900,414.75,0.300,WEPF0537
臺中市文山垃圾焚化廠,202211,14335.75,0,16113.53,1930.03,900.93,9347.08,7287.84,5630.57,77.25,11979.72,2041,119,900,900.93,2.700,WEPB2401
高雄市仁武垃圾資源回收(焚化)廠,202210,16448.31,16866.11,31035.79,5262.46,1631.61,12500,18805.2,14804.1,78.72,31976.63,2042,190,1350,1631.61,1.500,WEPS2225
臺北市政府環境保護局內湖垃圾焚化廠,202210,3838.49,14353.85,15810.37,1497.94,667.27,5690.4,4081.21,2393.6,58.64,5220.484,2232,0,900,0,1.800,WEPA4244
嘉義市垃圾焚化廠,202209,4894.61,1298.29,6097.7,792.23,209.11,1605.1,1699.09,1121.8,66.02,2696.513,1440,0,300,209.11,2.400,WEPI2617
屏東縣崁頂垃圾資源回收(焚化)廠,202209,11255.87,10435.36,22567,2879.15,758.6,12540,8785.6,5762.7,65.59,13263.56,1392,48,900,758.6,1.200,WEPT5929
新北市八里垃圾焚化廠,202209,36564.76,792.7,35563.65,4751.82,1473.88,11180,22274.97,19071.38,85.61,46049.04,2123,37,1350,1473.88,1.800,WEPF2314
桃園市垃圾焚化廠,202209,27463.98,3228.12,30228.25,3436.6,1057.08,18480,18179.8,15225.6,83.75,51973.11,1231,209,1350,674.53,-1.000,WEPH4335
彰化縣溪州垃圾焚化廠,202209,24952.16,210.61,26432.18,3432.12,1002.14,12835.84,15491.9,13114.2,84.65,0,1414,26,900,1002.14,2.300,WEPN3259
臺北市政府環境保護局木柵垃圾焚化廠,202209,6504.96,14880.99,19855.75,2956.36,251.12,0,7862.36,5445.31,69.25,12764.06,2240,640,1500,0,1.300,WEPA4059
新竹市垃圾資源回收廠,202209,8674.49,10593.37,18299.91,3119.99,867.64,6150,9622.922,7488.526,77.81,16025.06,1254,186,900,1267.35,2.300,WEPO1732
新北市新店垃圾焚化廠,202209,18583.56,0,19286.2,2377.1,392.52,0,9544.4,7680.77,80.47,18224.05,1440,0,900,392.52,0.800,WEPF0537
高雄市政府環境保護局南區資源回收廠,202209,12111.43,17589.77,30647.97,4746.69,1390.65,11902,16103.83,11798.4,73.26,25514.23,2202,678,1800,1390.65,2.500,WEPE5641
基隆市天外天垃圾資源回收(焚化)廠,202209,12725.93,3775.29,16468.39,2146.81,788.59,5312.65,10177.28,8023.53,78.83,18447.88,1393,47,600,788.59,-1.000,WEPC1448
臺中市烏日資源回收廠,202209,20613.41,2613.79,24623.62,3061.12,1608.09,11200.75,15433.15,12455.83,80.7,29474.25,1374,66,900,1608.09,-1.000,WEPL0028
苗栗縣垃圾焚化廠,202209,12834.77,1084.2,13671.32,1625.28,665.25,6567.36,7775.13,6116.13,78.66,15620.72,1390,50,500,665.25,-1.000,WEPK0322
高雄市政府環境保護局中區資源回收廠,202209,20405.07,0,20836.6,1968.14,799.46,10222,8305.16,5800.93,69.84,13270.11,1979,181,900,799.46,3.400,WEPE5004
高雄市岡山垃圾資源回收(焚化)廠,202209,10144.1,13065.64,27172.9,4323.06,2011.42,19437.5,16098.1,12379.3,76.89,30400,2160,0,1350,2011.42,1.600,WEPS1656
臺北市政府環境保護局內湖垃圾焚化廠,202206,1680.07,1954.34,212.14,0,265.64,29.8,0,0,0,0,43,2117,900,0,-1.000,WEPA4244
彰化縣溪州垃圾焚化廠,202205,27057.12,109.9,27803.99,3398.11,959.52,13917.1,16132.6,13614.3,84.38,25508.24,1488,0,900,959.52,2.800,WEPN3259
嘉義市垃圾焚化廠,202205,512.9,1312.64,2465.06,393.91,87.58,602,90.82,27.88,30.69,43.69,598,890,300,87.58,2.200,WEPI2617
臺中市烏日資源回收廠,202205,22845.8,3486.56,25100.95,3108.68,1551.42,11613.23,16513.09,13473.88,81.59,26022.95,1471,17,900,1551.42,3.100,WEPL0028
臺南市永康垃圾資源回收(焚化)廠,202205,21736.91,3468.42,24872,2820.36,469.08,9571,14167.95,11815.4,83.39,20930.48,1418,70,900,469.08,2.300,WEPR8506
高雄市政府環境保護局中區資源回收廠,202205,7790.13,0,5571.66,1135.16,745.32,2231,0.59,0,0,0,484,1748,900,745.32,1.200,WEPE5004
新北市八里垃圾焚化廠,202205,35454.21,2077.17,37025.31,4968.86,1280.5,11618,24039.97,20864.79,86.79,41051.3,2205,27,1350,1280.5,4.100,WEPF2314
高雄市岡山垃圾資源回收(焚化)廠,202205,12818.1,15718.03,28353.43,5120.57,1337.8,19520.7,17223.3,13537.6,78.6,24789,2164,68,1350,1337.8,4.700,WEPS1656
臺北市政府環境保護局木柵垃圾焚化廠,202205,6747.49,16553.06,24648.09,3903.69,0,0,9480.25,6752.47,71.22,12458.34,2915,61,1500,0,1.800,WEPA4059
臺中市后里資源回收廠,202205,23879,2578.84,26180.88,3158.9,1201.15,11731.7,16109,13486.8,83.72,25638.95,1488,0,900,1201.15,-1.000,WEPL9232
臺北市政府環境保護局北投垃圾焚化廠,202206,8970.16,30361.06,35436.42,4177.89,1238.51,11934,18627.31,13804.8,74.11,29201.78,2389,491,1800,0,1.200,WEPA4427
屏東縣崁頂垃圾資源回收(焚化)廠,202301,14346.1,2450.81,13711.21,1939.29,1189.27,8512,5713.8,3652.8,63.92,6839.819,928,560,900,1189.27,0.700,WEPT5929
高雄市岡山垃圾資源回收(焚化)廠,202302,9193.36,15594.28,22773.15,3984.52,1209.95,17287.7,13346.8,10078.3,75.51,22086,1912,104,1350,1209.95,3.700,WEPS1656
新北市八里垃圾焚化廠,202212,35601.59,1831.09,36754.32,5208.78,1379.74,11597,23496.22,20460.98,87.08,45657.29,2198,34,1350,1379.74,0.800,WEPF2314
桃園市垃圾焚化廠,202301,26894.21,3539.13,30440.71,3954.52,1068.51,16334,7.2,1.3,18.05,0,1436,52,1350,929.54,2.100,WEPH4335
高雄市政府環境保護局南區資源回收廠,202302,12388.12,17604.73,30687.46,4450.5,2243.92,12900,16799.09,12745.6,75.87,26451.84,2180,508,1800,2243.92,-1.000,WEPE5641
苗栗縣垃圾焚化廠,202301,13235.96,481.29,13572.7,1637.4,422.99,7023.71,8204.87,6728.07,82,15555.98,1488,0,500,422.99,-1.000,WEPK0322
新竹市垃圾資源回收廠,202212,9941.65,10029.43,21015.69,3034.34,744.81,7289,12049.39,9792.134,81.26,21046.28,1488,0,900,2798.21,1.400,WEPO1732
新北市樹林垃圾焚化廠,202302,14738.64,10557.41,25265.1,3580.68,596.05,0,13927.4,11672.87,83.81,24343.18,1987,29,1350,596.05,1.900,WEPF0759
新竹市垃圾資源回收廠,202301,13829.63,3678.4,17622.02,2192.6,562.69,6262,7600.361,6018.257,79.18,10601.46,1284,204,900,2755.29,1.400,WEPO1732
新北市八里垃圾焚化廠,202301,26871.2,9684.04,34400.71,5190.32,1477.11,11746,23959.36,20930.86,87.35,40958.93,2232,0,1350,1477.11,1.300,WEPF2314
臺中市文山垃圾焚化廠,202212,12753.42,0,12206.32,1847.56,1639.64,7004.05,5004.5,3461.79,69.17,7484.34,1581,651,900,1639.64,2.100,WEPB2401
新北市新店垃圾焚化廠,202301,15361.96,3730.83,19097,2284.06,433.1,0,10310.1,8384.05,81.31,16409.9,1488,0,900,433.1,0.700,WEPF0537
苗栗縣垃圾焚化廠,202212,14104.69,426.19,14273.58,1713.77,588.07,7023.97,8310.75,6806.74,81.9,15555.98,1488,0,500,588.07,-1.000,WEPK0322
高雄市政府環境保護局南區資源回收廠,202301,14528.51,14801.32,35061.52,4272.44,1212.97,11658,17671.69,13382.4,75.72,26476.42,2301,675,1800,1212.97,-1.000,WEPE5641
屏東縣崁頂垃圾資源回收(焚化)廠,202312,196.74,700.33,3621.83,653.18,0,0,752.7,552,73.33,1225.643,93,1395,900,0,-1.000,WEPT5929
基隆市天外天垃圾資源回收(焚化)廠,202301,13166.39,3539.51,18740.07,2302.15,796.96,5655.03,11608.63,9554.89,82.3,19560.36,1488,0,600,796.96,2.300,WEPC1448
高雄市岡山垃圾資源回收(焚化)廠,202301,12365.99,12115.91,26234.54,4181.72,972.15,19135.4,15897.5,12322.1,77.5,24217,2125,107,1350,972.15,4.600,WEPS1656
彰化縣溪州垃圾焚化廠,202212,24587.11,197.74,27626.07,3330.3,1177.36,13241.85,16417.3,14081.5,85.77,31009.01,1488,0,900,1177.36,1.000,WEPN3259
高雄市岡山垃圾資源回收(焚化)廠,202212,11972.43,10700.41,24150.53,3426.12,1518.43,16630.7,14190.3,10903.2,76.83,24350,1832,400,1350,1518.43,2.600,WEPS1656
屏東縣崁頂垃圾資源回收(焚化)廠,202306,19362.84,3963.18,20902.72,2694.73,1464.15,11502.23,7666.4,4866.8,63.48,12743.43,1219,221,900,1464.15,1.000,WEPT5929
臺中市烏日資源回收廠,202306,22826.47,3849.93,26981.03,3139.49,1546.44,12399.15,16621.18,13594.97,81.79,39552.65,1440,0,900,1546.44,-1.000,WEPL0028
新北市樹林垃圾焚化廠,202212,22626.3,2940.57,29173.4,4212.4,671.91,0,15654.3,13133.96,83.9,28731.41,2232,0,1350,671.91,1.500,WEPF0759
臺北市政府環境保護局木柵垃圾焚化廠,202212,8039.71,14546.02,25736.59,3897.96,519.61,0,9392.05,6677.01,71.09,14502.87,2976,0,1500,0,1.400,WEPA4059
臺北市政府環境保護局北投垃圾焚化廠,202301,16672.82,19603.24,35702.2,4481.75,1306.9,8920,16825.96,11928,70.89,22304.23,2608,368,1800,0,1.300,WEPA4427
高雄市政府環境保護局中區資源回收廠,202301,20294.7,0,18753.27,1982.64,0,8640,7941.88,5719.86,72.02,10913.46,1737,495,900,0,3.500,WEPE5004
臺中市文山垃圾焚化廠,202301,18922.27,0,17224.63,1611.08,395.43,9715.81,8349.15,6770.83,81.09,13118.21,2232,0,900,395.43,1.000,WEPB2401
新北市新店垃圾焚化廠,202212,18027.72,0,18795.2,2494.78,288.15,0,10012.8,8143.83,81.33,18288.15,1444,44,900,288.15,0.600,WEPF0537
臺中市后里資源回收廠,202212,17585.46,5206.7,22863.12,3379.99,1419.22,10297.17,15768.7,13202.4,83.72,30236.66,1488,0,900,1419.22,-1.000,WEPL9232
屏東縣崁頂垃圾資源回收(焚化)廠,202212,0,0,2328.93,576.5,0,1425,920.8,445.6,48.39,938.032,159,1329,900,0,1.000,WEPT5929
臺南市永康垃圾資源回收(焚化)廠,202212,18529.37,3588.01,20484.82,2542.49,1425.56,8647,11852.95,9732.32,82.1,20863.64,1281,207,900,1425.56,-1.000,WEPR8506
基隆市天外天垃圾資源回收(焚化)廠,202212,11457.46,2960.23,10236.27,1240.61,605.94,3111.96,5674.8,4269.38,75.23,9582.296,799,689,600,605.94,-1.000,WEPC1448
高雄市仁武垃圾資源回收(焚化)廠,202212,11623.05,10754.36,22930.64,3634.09,2197.05,11670,14199.8,11215.8,78.98,24334.39,1467,765,1350,2197.05,1.900,WEPS2225
新竹市垃圾資源回收廠,202207,7076.75,10474.08,20449.62,3156.3,419.44,6882,11899.94,9558.95,80.32,18409.75,1465,23,900,0,2.500,WEPO1732
高雄市仁武垃圾資源回收(焚化)廠,202206,15442.28,18800.91,33929.91,4925.01,3499.54,15500,18614.6,14701.6,78.97,28823.9,2006,154,1350,3499.54,2.100,WEPS2225
彰化縣溪州垃圾焚化廠,202206,26144.22,197.59,26921.17,3149.88,1157.3,13621.18,15397.5,12901.1,83.78,29525.95,1440,0,900,1157.3,1.500,WEPN3259
臺北市政府環境保護局北投垃圾焚化廠,202207,9588.55,24350.42,38800.57,4703.95,1248.84,15148,21456.58,16070.4,74.89,46351.12,2668,308,1800,0,1.100,WEPA4427
苗栗縣垃圾焚化廠,202206,13467.36,1129.32,14667.44,1619.64,670.64,6782.49,8182.39,6588,80.51,13710.37,1440,0,500,670.64,-1.000,WEPK0322
高雄市政府環境保護局南區資源回收廠,202206,12979.07,16374.5,25351.87,3760.63,2857.67,7326,12922.32,9244.8,71.54,16280.28,1614,1266,1800,2857.67,0.690,WEPE5641
嘉義縣鹿草垃圾焚化廠,202206,16568.92,4676.83,19065.4,2998.55,1040.92,6720,10246.5,7941.6,77.5,13924,1119,321,900,1040.92,1.500,WEPQ7513
新北市新店垃圾焚化廠,202206,19337.72,0,19269.6,2266.42,388.93,0,9708.1,7816.92,80.51,15566.29,1440,0,900,388.93,2.900,WEPF0537
臺中市烏日資源回收廠,202206,22800.84,3615.25,24156.91,2885.45,1764.87,11962.05,16240.62,13263.13,81.66,27911.38,1440,0,900,1764.87,-1.000,WEPL0028
臺南市城西垃圾焚化廠,202206,14511.2,3709.18,17838.25,2520.51,0,4752.42,9691.68,7368.96,76.03,18010.79,1435,5,900,0,1.300,WEPD3244
臺北市政府環境保護局木柵垃圾焚化廠,202206,7123.26,16835.29,24590.61,3184.56,535.27,0,9340.82,6553.25,70.15,13815.62,2880,0,1500,0,2.200,WEPA4059
嘉義市垃圾焚化廠,202206,5241.9,1270.82,6211.21,686.64,172.87,1543.3,1428.92,922.74,64.57,1828.345,1440,0,300,172.87,2.100,WEPI2617
新北市樹林垃圾焚化廠,202205,20067.64,2149.26,23539.8,3099.57,613.28,0,12823.4,10372.66,80.88,18493.85,1889,343,1350,613.28,2.800,WEPF0759
屏東縣崁頂垃圾資源回收(焚化)廠,202205,5180.42,6862.94,10075.75,933.79,694.14,5620,2806.3,1410.7,50.26,2533.24,615,873,900,694.14,1.000,WEPT5929
宜蘭縣利澤垃圾資源回收(焚化)廠,202205,14167.81,3928.03,18596.93,3660.63,239.91,8928,10549.6,8798.7,83.4,16528.8,1488,0,600,239.91,-1.000,WEPG3008
臺北市政府環境保護局北投垃圾焚化廠,202205,9532.09,24990.92,35604.42,4832.82,1552.39,12725,18172.44,13348.8,73.45,23474.92,2392,584,1800,0,1.200,WEPA4427
臺中市文山垃圾焚化廠,202205,9099.82,0,8121.16,1105.52,2348.58,4395.45,2448.68,1783.75,72.84,3217.6,965,1267,900,2348.58,1.900,WEPB2401
高雄市岡山垃圾資源回收(焚化)廠,202207,10516.84,16948.24,26916.86,4381.58,2172.65,19599.5,16095.4,12301.3,76.42,25447,2175,57,1350,2172.65,2.000,WEPS1656
宜蘭縣利澤垃圾資源回收(焚化)廠,202206,14555.68,4251.08,18165.05,5317.11,1043.88,8515,9743.45,7957.3,81.66,15607.4,1412,28,600,1043.88,1.200,WEPG3008
彰化縣溪州垃圾焚化廠,202204,18089.21,89.44,12608.04,1437.02,747.53,6154.8,5959.3,4574.3,76.75,10539.82,676,764,900,747.53,2.900,WEPN3259
高雄市政府環境保護局南區資源回收廠,202205,16854.58,19863.45,35961.59,4514.28,2453,13850,19087.68,14553.6,76.24,25870.21,2394,582,1800,2453,2.400,WEPE5641
基隆市天外天垃圾資源回收(焚化)廠,202205,12529.49,2957.11,11305.2,1298.2,478.05,3604.93,6676.92,5011.27,75.05,9848.106,930,558,600,478.05,-1.000,WEPC1448
苗栗縣垃圾焚化廠,202204,12814,1124.15,13912.37,1636.73,540.33,6665.77,8024.49,6612.06,82.39,12764.48,1410,30,500,540.33,-1.000,WEPK0322
新竹市垃圾資源回收廠,202206,6206.76,9420.58,14719.7,1507.55,96.63,4934,7276.079,5505.267,75.66,9495.52,1058,382,900,96.63,2.400,WEPO1732
新竹市垃圾資源回收廠,202205,7087.91,7640.85,9176.98,1636.86,247.23,3178,4546.399,3310.09,72.8,5382.826,635,853,900,1884.09,2.400,WEPO1732
嘉義縣鹿草垃圾焚化廠,202204,18025.51,6528.81,24387.18,3253.72,1208.6,8640,14692.2,12071.2,82.16,19667,1440,0,900,1208.6,2.800,WEPQ7513
臺中市后里資源回收廠,202204,23300.35,2442.64,25287.81,3272.17,1445.26,11410.98,15569.3,13083.9,84.03,24475.86,1440,0,900,1445.26,2.700,WEPL9232
臺北市政府環境保護局木柵垃圾焚化廠,202204,5897.72,6119.39,9252.1,1792.94,186.24,0,3368.35,2235.04,66.35,4325.291,1043,1837,1500,0,-1.000,WEPA4059
高雄市政府環境保護局南區資源回收廠,202204,14245.17,19780.72,32403.27,4512.04,4628.33,13724,17923.68,13712,76.5,24498.54,2253,627,1800,4628.33,-1.000,WEPE5641
屏東縣崁頂垃圾資源回收(焚化)廠,202204,6814.64,7617.63,16391.15,2192.07,384.59,9262.21,5332.5,2706.9,50.76,4707.777,1037,403,900,384.59,2.400,WEPT5929
桃園市垃圾焚化廠,202204,29197.95,3587.14,34780.65,4997.32,1294.3,19000,20343.7,17463.5,85.84,34947.13,1266,174,1350,659.52,2.900,WEPH4335
高雄市仁武垃圾資源回收(焚化)廠,202204,13562.06,8721.52,20319.89,3180.09,2970.54,7200,11416.3,8995.2,78.79,16109.04,1200,960,1350,2970.54,2.100,WEPS2225
新北市八里垃圾焚化廠,202204,21210.35,1096.45,20363.24,3072.84,942.66,6355,11853.79,9892.44,83.45,16847.21,1280,880,1350,942.66,1.200,WEPF2314
新北市新店垃圾焚化廠,202204,20354.82,0,19136.9,2270,356.42,0,9948.6,8103.13,81.44,14286.48,1440,0,900,356.42,2.500,WEPF0537
高雄市政府環境保護局中區資源回收廠,202204,12890.9,0,12857.75,1550.2,341.65,4980,4074.4,2845.27,69.83,4845.881,1231,929,900,341.65,2.400,WEPE5004
臺南市城西垃圾焚化廠,202204,10793.28,3666.23,16056.98,2411.91,376.26,4685.98,9221.28,7086,76.84,13627.75,1406,34,900,376.26,-1.000,WEPD3244
新北市樹林垃圾焚化廠,202204,25699.25,1754.07,26650.3,3124.74,534.76,0,15081,12441.51,82.49,22300.43,2160,0,1350,534.76,2.900,WEPF0759
嘉義縣鹿草垃圾焚化廠,202205,18532.55,5176.65,25275.05,3420.65,1103.92,8928,14422.7,11740.9,81.4,19786,1488,0,900,1103.92,2.400,WEPQ7513
高雄市仁武垃圾資源回收(焚化)廠,202205,18498.97,17709.63,36748.44,5480.2,0,12400,21173.1,16944.6,80.02,31350.76,2156,76,1350,0,0.870,WEPS2225
臺北市政府環境保護局內湖垃圾焚化廠,202205,3620.63,3055.68,6846.2,866.22,536.94,2957.9,1521.71,765.6,50.31,1407.206,933,1299,900,0,2.600,WEPA4244
基隆市天外天垃圾資源回收(焚化)廠,202204,12308.27,3463.16,17743.41,2122.27,922.27,5473.59,10995.81,8878.03,80.74,16450.3,1440,0,600,922.27,2.050,WEPC1448
新竹市垃圾資源回收廠,202204,8068.53,7652.68,17368.01,3145.73,739.13,6216,9891.409,7874.434,79.6,14170.6,1198,242,900,3884.86,2.900,WEPO1732
臺北市政府環境保護局內湖垃圾焚化廠,202204,5155.33,8756.64,15679.54,1596.53,434.98,8799,3745.4,2218.4,59.22,4285.546,2160,0,900,0,2.000,WEPA4244
臺北市政府環境保護局北投垃圾焚化廠,202204,10722.26,29290.39,38426.89,4301.11,1050.3,13582,20332.98,15398.4,75.73,26498.44,2682,198,1800,0,1.300,WEPA4427
臺北市政府環境保護局木柵垃圾焚化廠,202207,7617.87,18493.89,22322.21,3006.8,256.64,0,8503.91,5778.45,67.95,9762.239,2764,212,1500,0,2.600,WEPA4059
臺中市文山垃圾焚化廠,202204,13801.15,0,15213.92,1814.81,423.67,8848.95,7124.3,5597.42,78.56,9768.78,1963,197,900,423.67,2.600,WEPB2401
高雄市岡山垃圾資源回收(焚化)廠,202204,10589.91,13850.69,19240.72,3437.32,1229.24,13457.2,11519.9,8843.3,76.76,16981,1496,664,1350,1229.24,3.400,WEPS1656
臺中市烏日資源回收廠,202204,16351.88,2797.15,17744.96,2024.42,1088.05,8293.94,11916.82,9651.75,80.99,20476.86,1047,393,900,1088.05,-1.000,WEPL0028
宜蘭縣利澤垃圾資源回收(焚化)廠,202204,10593.82,3003.08,16707.81,2573.35,987.14,8110,9432.06,7840.6,83.12,14309.46,1350,90,600,987.14,-1.000,WEPG3008
彰化縣溪州垃圾焚化廠,202203,22953.22,485.65,25674.7,3288.47,1241.94,13044.36,13223.9,10675.7,80.73,18720.52,1425,63,900,1241.94,0.600,WEPN3259
新北市新店垃圾焚化廠,202203,11559.78,0,10904.3,1682.17,427.02,0,4710.4,3551.91,75.4,6640.635,826,662,900,427.02,2.900,WEPF0537
苗栗縣垃圾焚化廠,202203,9017.81,539.61,7524.06,1050.08,720.46,3700.16,4160.14,3404.81,81.84,6553.912,764,724,500,720.46,-1.000,WEPK0322
嘉義市垃圾焚化廠,202204,4298.5,1254.91,6033.89,795.44,153.13,1489.9,1649.36,1036.64,62.85,1908.231,1440,0,300,153.13,1.900,WEPI2617
臺南市永康垃圾資源回收(焚化)廠,202204,21739.85,3666.25,24423.53,3008.67,724.52,9720,15168.09,12892.35,84.99,23670.87,1440,0,900,724.52,-1.000,WEPR8506
嘉義縣鹿草垃圾焚化廠,202203,18646.61,6840.57,24761.91,3754.6,1195.98,8928,14880.7,12254.2,82.34,20894,1488,0,900,1195.98,2.300,WEPQ7513
新北市八里垃圾焚化廠,202203,34619.88,1347.86,36143.77,5542.48,1676.49,11853,23895.78,20866.64,87.32,39713.7,2232,0,1350,1676.49,3.000,WEPF2314
臺北市政府環境保護局木柵垃圾焚化廠,202203,4607.85,3321.2,6825.19,1215.16,184.55,0,2468.31,1705.12,69.08,2713.219,928,2048,1500,0,1.800,WEPA4059
