icnrtname,applydate,genwaste,bizgenwaste,icnrtproqt,btmdustqt,flyashsoldqt,eqeffgasacqt,acteleqt,actseqt,actsep,seincome,oprthour,nooprthour,dsnprcqt,dustlandfillqt,brheat,applyno
基隆市天外天垃圾資源回收(焚化)廠,201005,6673.61,11027.86,18417.9,2600.57,835.38,5654.4,10969.03,8727.59,79.565,15949.74,1487,1,600,3435.95,1.300,WEPC1448
臺北市政府環境保護局內湖垃圾焚化廠,201005,2818.66,13236.29,15416.3,3514.33,974.85,8148.6,3184.28,1340.16,42.086,2154.6,1992,240,900,974.85,0.800,WEPA4244
新北市八里垃圾焚化廠,201005,27415.44,11852.52,38099.08,5034.84,1315.29,14660,19651.31,15404.01,78.386,25019.66,2203.5,28.5,1350,1315.29,0.900,WEPF2314
臺北市政府環境保護局內湖垃圾焚化廠,201006,0,0,4019.03,1303.49,583.37,1981.8,841.16,357.31,42.478,975,472,1688,900,583.37,2.000,WEPA4244
彰化縣溪州垃圾焚化廠,201005,23410.28,3038.82,26564.67,3649.85,1262.01,12162,11971.6,9301.4,77.695,15678,1445,43,900,1687.63,1.400,WEPN3259
臺中市后里資源回收廠,201005,18914.38,6429.39,27025.49,4259,1217.2,8939.94,15634,12918.2,82.628,21125.82,1488,0,900,1217.2,2.500,WEPL9232
桃園市垃圾焚化廠,201005,22498.33,4949.83,24003.94,3192.34,1149.58,12830,14265.8,11800.7,82.72,17528,889,599,1350,1149.58,-1.000,WEPH4335
臺北市政府環境保護局木柵垃圾焚化廠,201005,12703.99,120.41,19106.2,2443.82,24.49,0,5379.1,3096.81,57.571,4413.962,1799,1177,1500,0,2.600,WEPA4059
臺南市城西垃圾焚化廠,201005,15221.63,1377.58,17045.55,2065.1,0,4433.86,6759.36,4875.12,72.124,6662.685,1130,358,900,0,-1.000,WEPD3244
高雄市岡山垃圾資源回收(焚化)廠,201005,9490.83,14515.95,15050.64,2141.88,878.01,10084.2,8614.8,6132.7,71.188,8612,1106,1126,1350,3019.89,1.600,WEPS1656
宜蘭縣利澤垃圾資源回收(焚化)廠,201005,12731.89,5944.45,18544.61,2162.53,803.1,8784,9034.69,6972.2,77.171,12473.79,1488,0,600,2965.63,1.400,WEPG3008
嘉義縣鹿草垃圾焚化廠,201005,12914.39,10464.65,18218.4,3066,1988.47,6456,9938,7769.7,78.181,10739,1072,416,900,5054.47,-1.000,WEPQ7513
新北市新店垃圾焚化廠,201005,17900.91,0,18671.6,2504.58,482.652,7311,8376.1,6243.4,74.538,11022.91,1459,29,900,482.652,2.910,WEPF0537
高雄市政府環境保護局中區資源回收廠,201004,2165.91,0,0,234.72,577.22,0,0,0,0,0,0,2160,900,577.22,0.000,WEPE5004
臺中市文山垃圾焚化廠,201004,12984.29,4133.579,19078.5,2655.86,2502.45,9846.6,7431.3,5564.43,74.878,9794.06,1994,166,900,2502.45,2.300,WEPB2401
新北市樹林垃圾焚化廠,201004,27334.18,0,27844.5,3210.82,717.362,10421,12850.6,10182.86,79.24,18825.66,2083,77,1350,717.362,2.270,WEPF0759
苗栗縣垃圾焚化廠,201005,14897.42,1772.37,14865.88,2263.07,631.69,6660.1,7982.2,6166.11,77.248,11882.11,1436,52,500,2894.76,-1.000,WEPK0322
宜蘭縣利澤垃圾資源回收(焚化)廠,201004,12645.37,6690.18,17784.87,2830.34,640.02,9130,9141.77,7239.1,79.187,13365.05,1440,0,600,3470.36,-1.000,WEPG3008
高雄市仁武垃圾資源回收(焚化)廠,201005,17363.11,19499.73,31644.21,5724.77,2054.77,14820,16933.3,13377.2,78.999,16052.64,1576,656,1350,7779.54,-1.000,WEPS2225
新北市樹林垃圾焚化廠,201005,22466.46,0,15989.5,2130.14,453.159,6388,6519.6,4568.92,70.079,6565.333,1166,1066,1350,453.159,2.450,WEPF0759
苗栗縣垃圾焚化廠,201004,11829.62,1943.04,11832.23,1504.58,531.97,5276.9,6349.11,4913.19,77.383,9362.422,1136,304,500,2036.55,2.200,WEPK0322
臺北市政府環境保護局內湖垃圾焚化廠,201004,6574.16,11160.22,15846.92,3803.76,551.57,8956.5,3134.17,1356.76,43.289,2299,2160,0,900,551.57,1.400,WEPA4244
臺中市烏日資源回收廠,201004,13361.44,8167.74,18880.65,2715.71,1261.2,11942.99,11258.88,9061.57,80.483,18530.23,1027,413,900,1261.2,4.300,WEPL0028
桃園市垃圾焚化廠,201004,30441.27,4949.02,36276.21,5967.49,1501.21,19360,21094.7,18267.7,86.598,35733,1385,55,1350,1501.21,2.800,WEPH4335
臺北市政府環境保護局北投垃圾焚化廠,201005,16764.01,12772.94,25354.09,4287.3,925.14,9895,9416.91,5258.08,55.836,9496.388,1488,1488,1800,925.14,0.600,WEPA4427
屏東縣崁頂垃圾資源回收(焚化)廠,201004,17986.98,3856.4,21614.7,4170.1,1171.71,20320,10278.2,7448.4,72.467,14419.05,1366,74,900,1171.71,0.800,WEPT5929
臺北市政府環境保護局木柵垃圾焚化廠,201004,3251.76,6.63,2321.92,742.49,533.55,0,492.148,258.41,52.506,694.636,192,2688,1500,533.55,0.800,WEPA4059
高雄市仁武垃圾資源回收(焚化)廠,201004,15468.11,17988.28,36346.74,5111.96,1743.11,17370,19798.65,16061.5,81.124,19273.8,1847,313,1350,6855.07,-1.000,WEPS2225
嘉義市垃圾焚化廠,201004,5755.25,0,5532.362,782.51,222.18,1222,1344.61,793.4,59.006,1377.714,1440,0,300,222.18,1.400,WEPI2617
高雄市政府環境保護局南區資源回收廠,201004,25772.67,13642.5,36402.13,5091.39,2348.55,6724,15591.36,11408,73.168,18335.81,1980,900,1800,2348.55,1.200,WEPE5641
嘉義縣鹿草垃圾焚化廠,201004,14224.81,9690.06,25390.44,3923.86,1045.01,8640,14536.4,12032.4,82.774,18390,1440,0,900,4968.87,-1.000,WEPQ7513
彰化縣溪州垃圾焚化廠,201004,14444.99,3254.29,12822.25,2318.76,777.01,6323,6009,4481.7,74.583,6722,739,701,900,1274.36,0.000,WEPN3259
新北市八里垃圾焚化廠,201004,17343.28,8499.18,18970.47,3162.68,747.8,6900,7600.02,5902.27,77.661,8408.003,1166,994,1350,747.8,1.300,WEPF2314
高雄市岡山垃圾資源回收(焚化)廠,201004,9095.69,11315.31,26781.65,5166.62,1389.56,18569.6,14588.5,10839.1,74.298,19349,2059,101,1350,6556.18,3.600,WEPS1656
新竹市垃圾資源回收廠,201003,10050.55,4949.63,10977.94,1840.13,420.41,3652.03,6505.086,4269.982,65.64,9410.259,744,744,900,2260.54,3.200,WEPO1732
臺中市后里資源回收廠,201004,15174.78,5349.32,17568.32,2660.91,1033.17,5998.83,9457.9,7602.5,80.382,10990.74,965,475,900,1033.17,-1.000,WEPL9232
宜蘭縣利澤垃圾資源回收(焚化)廠,201003,11940.87,6308.39,14611.43,2389.99,785.16,7229,7798.08,6061.8,77.734,11590.08,1169,319,600,3175.15,-1.000,WEPG3008
新北市新店垃圾焚化廠,201004,18195.53,0,18913.4,2317.23,525.174,7200,9130.1,7013.6,76.818,12469.84,1440,0,900,525.174,2.680,WEPF0537
新北市新店垃圾焚化廠,201003,14976.5,0,10957.7,1342.13,405.926,3894,4473.2,3107.4,69.467,5695.827,723,765,900,405.926,2.730,WEPF0537
嘉義縣鹿草垃圾焚化廠,201003,13565.88,11148.23,24947.02,4286.02,613,8730,14735.4,12211,82.868,19900,1447,41,900,4899.02,2.300,WEPQ7513
高雄市政府環境保護局南區資源回收廠,201003,15099.34,13897.9,31186.09,5182.09,1994.17,11884,14774.16,10662.4,72.169,16985.18,1830,1146,1800,2827.68,1.000,WEPE5641
新竹市垃圾資源回收廠,201004,10259.88,4668.18,9263.208,1264.25,329.35,3269.17,3281.252,2364.201,72.051,3780.133,636,804,900,1593.6,3.000,WEPO1732
臺南市永康垃圾資源回收(焚化)廠,201004,17560.06,5714.5,23877.21,5373.12,856.62,8775,10974.14,8694.82,79.23,16264.08,1300,140,900,6229.74,-1.000,WEPR8506
臺南市城西垃圾焚化廠,201004,18784.26,2461.16,16990.09,3335.74,0,4696.32,7000.08,5131.2,73.302,9855.259,1135,305,900,0,-1.000,WEPD3244
基隆市天外天垃圾資源回收(焚化)廠,201004,6141.67,11775.15,17361.52,1927.88,873.4,5323.8,10608.64,8570.33,80.786,16267.13,1401,39,600,2801.28,1.300,WEPC1448
臺中市文山垃圾焚化廠,201003,13724.99,4284.311,19594.07,3204.88,1677.26,10349.41,8147.39,6219.98,76.343,11924.8,2133,99,900,1677.26,2.800,WEPB2401
高雄市政府環境保護局中區資源回收廠,201003,13432.91,0,9606,1826.39,745.64,4248.03,0,0,0,0,791,1441,900,1016.91,1.800,WEPE5004
彰化縣溪州垃圾焚化廠,201003,21454.43,3253.97,24929.5,3663.79,1250.32,12510,11641.4,8982.8,77.162,17606,1422,66,900,1749.94,0.900,WEPN3259
臺北市政府環境保護局北投垃圾焚化廠,201004,20450.56,11150.29,28419.48,4397.16,1543.98,8920,10756.46,6370.09,59.221,11868.46,1721,1159,1800,1543.98,0.100,WEPA4427
新北市八里垃圾焚化廠,201003,22848.66,9661.9,38063.07,4769.34,1573.61,12800,20151.14,16037.69,79.587,20396.81,2140,92,1350,1573.61,1.300,WEPF2314
嘉義市垃圾焚化廠,201003,6154.18,0,5856.36,927.98,179.74,1292,1391.1,822.99,59.161,1499.18,1488,0,300,179.74,1.600,WEPI2617
臺北市政府環境保護局北投垃圾焚化廠,201003,19960.06,6390.99,31291.35,7163.9,1644.89,11778,10933.4,6244.85,57.117,12148.51,2232,744,1800,1644.89,0.100,WEPA4427
臺南市城西垃圾焚化廠,201003,18795.45,1351.22,22179.4,3721.23,2686.587,6129.12,9372.24,6986.88,74.548,12480.36,1488,0,900,2686.587,2.900,WEPD3244
臺中市烏日資源回收廠,201003,16525.9,8703.86,27764.11,4436.66,1646.19,17304.51,16559.13,13539.07,81.762,26100.96,1488,0,900,4284.86,4.300,WEPL0028
高雄市仁武垃圾資源回收(焚化)廠,201003,17259.44,17695.15,24357.27,4369.65,2319.26,12740,14004.1,11433.3,81.642,13719.96,1299,933,1350,6688.91,2.200,WEPS2225
臺中市后里資源回收廠,201003,15297.5,7300.1,23927.55,4158.12,1324.49,8400.98,14129.2,11712.3,82.894,22370.98,1364,124,900,5482.61,-1.000,WEPL9232
新北市樹林垃圾焚化廠,201003,27359.39,0,28927.9,4083.04,806.955,11152,13735.3,10984.04,79.969,19490.38,2227,5,1350,806.955,2.710,WEPF0759
臺北市政府環境保護局木柵垃圾焚化廠,201003,8849.82,12209.97,21614.52,3698.52,405.45,0,6355.2,3793.64,59.693,6669.923,2134,842,1500,405.45,1.200,WEPA4059
桃園市垃圾焚化廠,201003,34592.49,4949.47,39856.37,6292.77,1789.17,21260,23247.2,20326.8,87.437,40075,1488,0,1350,1789.17,-1.000,WEPH4335
新北市樹林垃圾焚化廠,201012,17440.5,0,18266.1,2344.93,591.502,7440,8602.5,6514.99,75.733,12826.81,1488,744,1350,591.502,2.770,WEPF0759
臺中市文山垃圾焚化廠,201002,18093.11,3579.531,17494.1,2476.12,0,9306.4,7188.91,5506.68,76.599,8450.921,1891,125,900,0,2.800,WEPB2401
屏東縣崁頂垃圾資源回收(焚化)廠,201003,17298.25,3556.27,23354,3872.59,1167.33,20610,11270.6,8411.3,74.63,16227.3,1488,0,900,1167.33,1.100,WEPT5929
臺北市政府環境保護局內湖垃圾焚化廠,201003,2947.2,12246.93,14743.69,3652.76,938.26,9082.5,3302.96,1446.74,43.801,2537,2077,155,900,938.26,1.500,WEPA4244
新北市樹林垃圾焚化廠,201002,25009.27,0,25132.5,3363.1,682.031,10018,12397.1,9919.58,80.015,17465.79,2002,14,1350,682.031,2.820,WEPF0759
高雄市岡山垃圾資源回收(焚化)廠,201003,11345.6,15367.63,26981.5,4782.6,2370.8,18120.8,14848.4,11097.5,74.738,18909,2000,232,1350,7153.4,1.400,WEPS1656
屏東縣崁頂垃圾資源回收(焚化)廠,201002,17685.53,2791.04,18641.95,2783.9,1004.47,19320,9472.4,6997.9,73.876,11360.86,1261,83,900,1004.47,1.500,WEPT5929
桃園市垃圾焚化廠,201002,32165.97,4948.46,35924.85,5344.38,1377.39,19180,21486,18831.7,87.646,32986,1344,0,1350,1377.39,-1.000,WEPH4335
基隆市天外天垃圾資源回收(焚化)廠,201003,6406.42,7687.37,9837.01,1726.06,595.93,3028.6,5604.86,4271.56,76.211,8121.237,796,692,600,2321.99,3.050,WEPC1448
臺南市永康垃圾資源回收(焚化)廠,201003,18297.31,6537.13,26565.48,5544.22,1597.87,9592,12420.2,9839.66,79.223,18378,1421,67,900,7142.09,-1.000,WEPR8506
高雄市政府環境保護局中區資源回收廠,201002,15714.39,0,14306,1152.96,643.68,6978,0,0,0,0,1344,672,900,1796.64,2.300,WEPE5004
高雄市政府環境保護局南區資源回收廠,201002,14690.2,11657.8,18887.04,2691.03,1384.46,7198,6906.96,4870.4,70.514,8137.209,994,1694,1800,4075.49,-1.000,WEPE5641
新竹市垃圾資源回收廠,201002,10111.54,4315.68,16657.73,2654.87,608.78,5808.02,10986.35,8432.52,76.754,15395.6,1292,52,900,3263.65,1.500,WEPO1732
宜蘭縣利澤垃圾資源回收(焚化)廠,201002,13980.57,4957.41,16827.89,2455.37,757.05,8333,9145.05,7379.6,80.695,12905,1344,0,600,3212.42,-1.000,WEPG3008
臺中市烏日資源回收廠,201002,20624.62,8290.1,24797.15,3827.65,1432.57,15629.88,15044.91,12349.65,82.085,20645.8,1344,0,900,4049.46,4.300,WEPL0028
臺北市政府環境保護局木柵垃圾焚化廠,201002,9658.55,11513.24,21572.64,4558.34,518.9,0,6400.1,3911.34,61.113,5993.132,2244,444,1500,518.9,0.800,WEPA4059
新北市八里垃圾焚化廠,201002,29145.76,9860.02,33487.09,4152.8,1134.5,10960,18587.33,14994.73,80.671,23867.36,2016,0,1350,1134.5,1.500,WEPF2314
臺南市永康垃圾資源回收(焚化)廠,201002,17150.57,5181.87,24683.01,4234.26,932.37,9072,11576.43,9291.03,80.258,15984.12,1344,0,900,5166.63,3.100,WEPR8506
臺北市政府環境保護局內湖垃圾焚化廠,201002,9151.54,4545.87,13127.7,3153.97,308.72,8204.9,2943.24,1271.15,43.188,2059,1963,53,900,308.72,2.100,WEPA4244
臺南市城西垃圾焚化廠,202001,14302.91,3258.3,18300.84,2493.79,373.15,5509.44,8455.44,6147.6,72.7,10655,1488,0,900,373.15,-1.000,WEPD3244
臺中市后里資源回收廠,202001,23611.05,1488.37,24615.03,3226.81,1589.57,10946.98,16515.4,13907.7,84.21,25015.52,1488,0,900,1589.57,2.900,WEPL9232
嘉義市垃圾焚化廠,201002,6302.51,0,5109.745,800.22,216.3,1060,1261.58,769.73,61.013,1264.835,1344,0,300,216.3,1.600,WEPI2617
高雄市岡山垃圾資源回收(焚化)廠,201002,9684.74,14108.87,21969.85,3858.1,1408.65,14973,12193,8996,73.78,15138,1660,356,1350,5266.75,3.200,WEPS1656
基隆市天外天垃圾資源回收(焚化)廠,201002,7520.87,9416.17,15318.96,1861.15,763.96,4731,9131.08,7311.61,80.073,11214.91,1243,101,600,2625.11,3.050,WEPC1448
臺中市后里資源回收廠,201002,18114.18,5749.07,22366.81,3953.06,1148.73,8149.63,13832.6,11626.4,84.05,19551.55,1344,0,900,5101.79,-1.000,WEPL9232
高雄市仁武垃圾資源回收(焚化)廠,201002,18731.8,17278.26,39898.99,6623.18,2020.61,17760,21924.7,18003.1,82.113,21603.72,2016,0,1350,8643.79,3.200,WEPS2225
彰化縣溪州垃圾焚化廠,201002,24321.02,2713.4,21360.68,3575.09,1200.32,11721,10472.2,8145,77.777,13301,1344,0,900,1698.28,1.200,WEPN3259
苗栗縣垃圾焚化廠,201003,13532.27,1564.33,15176.67,2133.44,710.77,6898.6,7864,6202.41,78.87,12053.86,1488,0,500,2844.21,-1.000,WEPK0322
臺北市政府環境保護局北投垃圾焚化廠,201002,16309.22,11715.67,28392.81,6199.66,1139.3,11760,11360.01,7078.18,62.307,11037.08,1650,1038,1800,1139.3,0.100,WEPA4427
苗栗縣垃圾焚化廠,201002,14469.25,0,11220.42,1603.07,518.24,6229.8,6036.19,4647,76.985,8773.239,1344,0,500,2121.31,-1.000,WEPK0322
新北市新店垃圾焚化廠,201002,17644.44,0,16758.6,2358.8,493.081,6721,8585.3,6669.8,77.688,10693.45,1344,0,900,493.081,2.600,WEPF0537
臺中市文山垃圾焚化廠,201001,15594.6,4181.906,20754.94,2709.92,0,10675.73,8216.96,6274.8,76.364,10957.29,2178,54,900,0,2.200,WEPB2401
嘉義縣鹿草垃圾焚化廠,201002,12902.74,10876.5,21958.37,3370.86,1247.37,8064,13373.5,11064.1,82.731,18300,1344,0,900,4618.23,-1.000,WEPQ7513
嘉義市垃圾焚化廠,201001,5781.44,0,5716.07,946.34,174.47,1300,1407.03,872.69,62.023,1401.053,1488,0,300,174.47,1.300,WEPI2617
臺中市烏日資源回收廠,201001,17186.71,8992.48,27753.05,4063.95,1618,17304.51,16586.47,13593.25,81.953,23416.51,1488,0,900,4417.55,2.300,WEPL0028
臺南市永康垃圾資源回收(焚化)廠,201001,18609.6,5571.83,26660.51,5034.72,1204.23,9538,12407.82,9881.88,79.642,16962.28,1413,75,900,6238.95,-1.000,WEPR8506
桃園市垃圾焚化廠,201001,33051.85,4948.46,36593.68,5904.93,1567.78,19550,22731.7,19973,87.864,35140,1488,0,1350,1567.78,2.300,WEPH4335
臺南市城西垃圾焚化廠,201002,18653.61,1071.03,18447.17,3013.36,459.834,5535.84,8474.64,6355.68,74.996,10417.37,1344,0,900,459.834,-1.000,WEPD3244
苗栗縣垃圾焚化廠,201001,12654.13,0,11476.45,2083.37,513.33,6861.8,6005.41,4550.7,75.776,8294.865,1481,7,500,2596.7,1.600,WEPK0322
新竹市垃圾資源回收廠,201001,9813.7,4706.42,15707.9,3307.37,527.36,5214.46,9968.75,7367.38,73.904,12145.43,1384,104,900,3834.73,2.300,WEPO1732
高雄市仁武垃圾資源回收(焚化)廠,201001,16300.63,19921.91,42027.68,5554.76,2884.5,17490,23892.6,19580.6,81.952,23496.72,2232,0,1350,8439.26,3.200,WEPS2225
新北市八里垃圾焚化廠,201001,26242.18,10155.84,39164.89,6279.56,1468.84,12030,22642.8,18613.38,82.204,28898.67,2232,0,1350,1468.84,1.500,WEPF2314
高雄市岡山垃圾資源回收(焚化)廠,201001,9263.12,15912.07,25153.79,3976.04,1455.55,18072.6,14064.9,10484.2,74.541,16666,1985,247,1350,5431.59,1.100,WEPS1656
臺中市后里資源回收廠,201001,16795.3,7501.21,25442.6,3871.41,1055.72,8737.31,15597.3,13175,84.469,21014.44,1488,0,900,4927.13,3.500,WEPL9232
臺北市政府環境保護局內湖垃圾焚化廠,200912,3220.07,13031.52,15318.42,3181.08,669.18,8768.2,3300.9,1484.47,44.971,2623,1994,238,900,669.18,1.700,WEPA4244
宜蘭縣利澤垃圾資源回收(焚化)廠,201001,12594.2,4950.86,18768.8,2955,1198.45,8928,10216.99,8318.8,81.421,14344.37,1488,0,600,4153.45,1.300,WEPG3008
臺中市烏日資源回收廠,200912,19183.54,10436.83,27732.53,3994.8,1633.7,17304.51,16311.35,13227.24,81.092,25794.86,1488,0,900,1633.7,2.300,WEPL0028
新北市樹林垃圾焚化廠,201001,23868.14,0,27412.8,3699.29,675.534,11160,13145.9,10451.81,79.506,17344.48,2232,0,1350,675.534,2.710,WEPF0759
新北市新店垃圾焚化廠,201001,16106.16,0,16859.4,2596.1,531.733,7441,8183.2,6197,75.728,10085.71,1488,0,900,531.733,2.470,WEPF0537
彰化縣溪州垃圾焚化廠,201001,22958.98,2580.58,23360.14,4179.15,1541.33,12027,10058.3,7665.3,76.208,13406,1488,0,900,2040.4,1.100,WEPN3259
新北市八里垃圾焚化廠,200912,23733.5,11404.22,39038.69,5011.4,1737.5,12580,22694.04,18587.74,81.905,34008.29,2232,0,1350,1737.5,1.000,WEPF2314
高雄市政府環境保護局中區資源回收廠,200912,19553.34,0,18429.96,2303.22,884.06,8436.99,5949.67,3573.93,60.069,6728,1415,817,900,884.06,1.700,WEPE5004
嘉義縣鹿草垃圾焚化廠,201001,11869.4,11212.1,24122.43,3540.77,1381.42,8928,15149,12664.1,83.596,20530,1488,0,900,4922.19,-1.000,WEPQ7513
臺北市政府環境保護局木柵垃圾焚化廠,201001,12394.85,12523.35,22342.04,5632.64,448.71,0,6001.1,3502.83,58.369,5185.305,2232,744,1500,448.71,0.900,WEPA4059
臺中市文山垃圾焚化廠,200912,13666.7,4205.584,21263.64,3155.86,0,11045.85,9337.96,7336.22,78.563,13986.28,2232,0,900,0,1.600,WEPB2401
臺北市政府環境保護局北投垃圾焚化廠,201012,15779.18,15274.06,37347.54,8466.75,1221.95,17525,14016.15,9061.02,64.647,19271.04,2232,744,1800,1221.95,0.100,WEPA4427
新北市新店垃圾焚化廠,200912,16614.16,0,18772.8,2429.74,500.053,7440,8676.3,6620.5,76.305,12311.42,1488,0,900,500.053,2.390,WEPF0537
高雄市政府環境保護局中區資源回收廠,201001,17815.04,0,13914,1425.88,896.89,5780.04,2061.56,1375.84,66.737,2130,1143,1089,900,2322.77,2.600,WEPE5004
高雄市政府環境保護局中區資源回收廠,201012,18153.81,0,15927,2296.95,686.39,6648,6083.23,3931.39,64.626,5783.227,1313,919,900,2983.34,1.300,WEPE5004
臺北市政府環境保護局內湖垃圾焚化廠,201001,9232.35,5335.11,15538.5,4709.54,757.48,8964.9,3285.88,1422.28,43.284,2238,2102,130,900,757.48,1.300,WEPA4244
臺南市城西垃圾焚化廠,201001,17661.26,1283.17,21198.11,2883.26,902,5934,8943.52,6596.4,73.756,10912.94,1475,13,900,902,-1.000,WEPD3244
高雄市岡山垃圾資源回收(焚化)廠,200912,9285.51,17841.5,24731.47,5646.73,2047.7,18865.6,14631.6,11062.1,75.604,21026,2078,154,1350,7694.43,2.500,WEPS1656
嘉義市垃圾焚化廠,200912,5788.56,0,6472.133,1020.96,197.71,1400,1517.38,961.95,63.395,1739.93,1488,0,300,197.71,1.000,WEPI2617
臺北市政府環境保護局北投垃圾焚化廠,200912,14928.17,15421.43,29082.11,5731.48,611.69,11123,10311.29,5932.33,57.532,12255.11,1522,1454,1800,611.69,0.200,WEPA4427
桃園市垃圾焚化廠,200912,32863.59,4949.98,40001.04,5900.03,1529.75,21370,25110.8,22246.6,88.593,43654,1488,0,1350,1529.75,-1.000,WEPH4335
臺北市政府環境保護局木柵垃圾焚化廠,200912,13405.01,8650.35,24467.26,5951.47,507.66,0,6839.6,4054.62,59.281,7499.224,2477,499,1500,507.66,0.900,WEPA4059
高雄市政府環境保護局南區資源回收廠,200912,11655.45,13658.11,34167.55,5482.33,295.24,14874,14922.72,10451.2,70.035,18526.54,1964,1012,1800,295.24,1.200,WEPE5641
新竹市垃圾資源回收廠,200912,7942.34,4855.33,14911.17,2170.81,622.44,4811.82,9994.79,7359.94,73.637,15417.72,1488,0,900,2793.25,3.200,WEPO1732
臺南市城西垃圾焚化廠,200912,18727.11,1132.82,21297.95,3760.15,797.127,6274.74,9589.68,7187.04,74.945,11800.96,1474,14,900,797.127,-1.000,WEPD3244
苗栗縣垃圾焚化廠,200912,11325.16,0,12488.45,1999.6,630.72,6895.3,6599.5,5120,77.581,10309.51,1488,0,500,630.72,-1.000,WEPK0322
臺北市政府環境保護局內湖垃圾焚化廠,202005,3204.72,5047.91,8226.84,1138.06,484.33,2788,1795.9,857.2,47.73,1519.9,1287,945,900,0,-1.000,WEPA4244
新北市新店垃圾焚化廠,202004,18501.85,282.31,18897.9,2273.56,384.09,0,9952.5,8108.78,81.47,14856.01,1440,0,900,384.09,1.400,WEPF0537
臺中市烏日資源回收廠,202003,21766.6,3491.8,26498.05,3328.63,1549.7,9707.49,16386.06,13375.74,81.62,24230.72,1435,53,900,1549.7,-1.000,WEPL0028
宜蘭縣利澤垃圾資源回收(焚化)廠,202002,7640.3,5639.9,11178.1,2288.93,252.32,5544,5804.28,4675.9,80.55,8504.689,912,480,600,812.62,1.000,WEPG3008
新北市新店垃圾焚化廠,202002,15434.06,268.58,18075.5,2492.37,379.74,0,9230.6,7383.63,79.99,13147,1389,3,900,379.74,0.900,WEPF0537
高雄市仁武垃圾資源回收(焚化)廠,201305,18571.59,22962.08,37847.35,7193.91,2443.46,13600,20933.4,16777.8,80.148,34468.76,2072,160,1350,9637.37,-1.000,WEPS2225
臺北市政府環境保護局木柵垃圾焚化廠,201304,9381.89,95.85,6905.6,1183.05,553.93,0,1474.4,830.82,56.349,1711.855,579,2301,1500,0,0.000,WEPA4059
彰化縣溪州垃圾焚化廠,201304,11667.88,1908.35,5308.05,688.57,584.04,2798.67,2136.9,1405.7,65.782,4127.926,314,1126,900,584.04,0.000,WEPN3259
